Name,Position,Minutes,Minutes/Game,Points/32,Assists/32,Rebounds/32,Steals/32,turnsover/32,Fouls/32
"Damezi Anderson - Jr
South Bend Riley (South Bend, IN)","SG, SF",616,28.0,27.5,1.6,8.7,2.4,2.8,2.0
"Ulysses Williams - Sr
Monroe (Albany, GA)","G, F",682,24.4,27.3,,,,,3.8
"Andre Kelly - Jr
Lincoln (Stockton, CA)","C, W",764,28.3,27.2,3.0,17.2,1.0,3.3,2.6
"Clayton Christian - Jr
North Thurston (Lacey, WA)",F,708,28.3,27.2,1.3,8.5,1.5,3.2,2.6
"James Nelson - Jr
Salem Hills (Salem, UT)",,614,26.7,27.0,3.7,10.4,2.7,,
"Quentavious Dean - Sr
Crisp County (Cordele, GA)","SG, SF",832,28.7,27.0,2.7,5.1,2.0,2.8,2.0
"Musa Jallow - Jr
Bloomington North (Bloomington, IN)","SF, PG",631,28.7,26.9,3.4,10.6,2.0,4.0,3.9
"Jeff Simmons - Sr
Westlake (Waldorf, MD)","PG, SG",603,25.1,26.7,3.1,,1.7,4.0,2.5
"Anthony Mathis - Sr
Kentucky Country Day (Louisville, KY)",PG,794,29.4,26.6,4.1,5.0,2.5,3.7,2.9
"Christian Harvey - Jr
Richmond (IN)","PG, SG",730,29.2,26.4,5.0,4.2,3.0,3.6,
"Elias Ballstaedt - Sr
Wasatch (Heber City, UT)","PG, SG",651,28.3,26.3,3.7,11.6,2.1,4.5,3.7
"Zach Gunn - Sr
Hamilton Southeastern (Fishers, IN)",,680,26.2,26.0,2.6,10.4,1.1,2.5,2.8
"Marcus Loadholt - Sr
Spanish Springs (Sparks, NV)",G,675,25.0,25.9,2.9,6.1,3.1,4.7,2.4
"Darius (JuJu) Williams - Jr
Hemingway (SC)",,343,13.7,25.7,0.8,19.3,2.9,3.5,5.2
"Brendan Newton - Sr
Faith Christian (Roanoke, VA)","C, C",975,24.4,25.6,2.0,19.5,1.2,2.3,3.7
"Joel Neff - Sr
WACHE (Bluffton, IN)","PG, G",1070,28.2,25.5,3.9,10.7,2.1,3.6,2.2
"Grant Greabell - Jr
Estrella Foothills (Goodyear, AZ)",SG,749,28.8,25.3,4.2,7.8,,,
"Cole Kinnamon - Sr
St. John (KS)","PG, SG",490,20.4,25.3,,8.4,,,
"Sutter Foster - Sr
Wes-Del (Gaston, IN)",,634,25.4,25.1,1.3,7.9,2.1,3.0,
"Nathaniel Lamb - Jr
Chesnee (SC)",F,516,22.4,25.1,1.3,13.6,0.9,3.9,3.8
"Michael Anderson - Jr
Fort Bend Christian Academy (Sugar Land, TX)","F, C",661,27.5,25.1,1.1,12.3,1.2,3.1,
"Norris Williams - So
Archbishop Hannan (Covington, LA)",PG,761,25.4,24.8,4.6,,,3.5,
"Michael Vivo - So
Waterford (CA)","PG, SG",561,23.4,24.6,,,,,
Name,none,none,none,none,none,none,none,none,none
"Sam Masten - Jr
Rock Canyon (Highlands Ranch, CO)",G,397,14.7,49.3,6.1,8.9,3.3,5.7,4.0
"Taylor Bruninga - Sr
Illini Bluffs (Glasford, IL)","F, PF",594,22.0,48.6,1.0,16.2,2.0,2.0,3.2
"Yaniel Vidal - Sr
Holly (CO)",,351,14.0,46.1,10.0,19.7,5.6,5.8,2.4
"Zion Williamson - Jr
Spartanburg Day (Spartanburg, SC)","G, SF",1029,29.4,40.1,3.5,14.2,3.2,2.5,1.4
"Teddy Allen - Sr
Boys Town (NE)",,658,26.3,38.5,4.9,15.8,3.9,3.1,3.5
"Parker Hicks - Sr
Decatur (TX)",,972,27.8,36.0,1.9,11.8,1.9,2.8,3.1
"Desmond Pressley - Sr
Hemingway (SC)",,343,12.7,33.8,6.6,13.9,4.9,4.9,5.2
"Maurice Williams - Jr
Boys' Home (Covington, VA)","PF, F",607,25.3,33.1,1.8,22.8,2.6,1.6,2.6
"Chaz Smith - Sr
Vernon (TX)",G,410,19.5,32.0,2.6,9.4,7.3,4.5,3.4
"Joshua Streater - Sr
Bowen (Chicago, IL)","G, F",637,29.0,31.9,2.0,11.9,1.8,2.3,2.4
"Carl Johnson - Sr
Putnam County (Eatonton, GA)","PG, SG",771,27.5,31.1,,,,,
"Deondre Bourne - Sr
Leman Manhattan Prep (New York, NY)","G, PG",649,29.5,31.1,,9.1,,,
"Mario Whitley - Jr
Frankenmuth (MI)",,580,26.4,30.4,3.0,16.1,3.0,2.3,2.2
"Ethan Powell - Jr
Rome Free Academy (Rome, NY)",G,461,22.0,30.3,3.3,4.4,3.8,3.1,
"Taylor Cox - Sr
Durant (OK)","PG, SG",639,29.0,30.2,5.2,7.6,2.5,2.2,2.9
"Trendon Watford - So
Mountain Brook (Birmingham, AL)",F,880,24.4,30.1,3.9,13.0,1.7,3.9,2.9
"Lucas Basilio - Sr
Putnam (CT)","F, C",422,20.1,30.0,0.8,18.0,2.2,5.2,5.6
"Colin Rardin - Sr
Rock Canyon (Highlands Ranch, CO)",G,371,14.3,29.2,6.7,8.2,2.8,4.1,5.3
"Jimmy Archer - Sr
Rainier Christian (Covington, WA)",G,622,29.6,28.7,6.0,3.1,2.8,2.1,1.2
"JEREMIAH CUDE - Sr
Mountain State Christian (Culloden, WV)",,655,28.5,28.4,7.3,18.3,,3.1,
"Marcus Nafziger - Sr
Fountain City Christian (Bryan, OH)","G, F",703,30.6,28.4,,14.6,,,3.1
"Tyree Crankfield - Sr
Campbell (Smyrna, GA)",G,786,27.1,28.3,5.4,4.3,,5.6,3.5
"Sigi Avalos - Sr
Holly (CO)",,348,13.9,28.0,8.6,,3.5,2.6,1.2
"Hunter Baker - So
Western Grove (AR)",,833,30.9,27.9,3.0,3.2,2.1,3.8,2.2
"Cameron Hamilton - Sr
Zebulon B. Vance (Charlotte, NC)",PG,757,27.0,27.6,3.1,5.0,3.8,2.9,3.1
"Dawson Maus - Sr
Oblong (IL)","G, SF",833,29.8,27.6,2.3,5.5,1.6,,3.0
"Jack Nunge - Sr
Castle (Newburgh, IN)","F, C",742,26.5,27.6,,14.0,,,
"Damezi Anderson - Jr
South Bend Riley (South Bend, IN)","SG, SF",616,28.0,27.5,1.6,8.7,2.4,2.8,2.0
"Ulysses Williams - Sr
Monroe (Albany, GA)","G, F",682,24.4,27.3,,,,,3.8
"Andre Kelly - Jr
Lincoln (Stockton, CA)","C, W",764,28.3,27.2,3.0,17.2,1.0,3.3,2.6
"Clayton Christian - Jr
North Thurston (Lacey, WA)",F,708,28.3,27.2,1.3,8.5,1.5,3.2,2.6
"James Nelson - Jr
Salem Hills (Salem, UT)",,614,26.7,27.0,3.7,10.4,2.7,,
"Quentavious Dean - Sr
Crisp County (Cordele, GA)","SG, SF",832,28.7,27.0,2.7,5.1,2.0,2.8,2.0
"Musa Jallow - Jr
Bloomington North (Bloomington, IN)","SF, PG",631,28.7,26.9,3.4,10.6,2.0,4.0,3.9
"Jeff Simmons - Sr
Westlake (Waldorf, MD)","PG, SG",603,25.1,26.7,3.1,,1.7,4.0,2.5
"Anthony Mathis - Sr
Kentucky Country Day (Louisville, KY)",PG,794,29.4,26.6,4.1,5.0,2.5,3.7,2.9
"Christian Harvey - Jr
Richmond (IN)","PG, SG",730,29.2,26.4,5.0,4.2,3.0,3.6,
"Elias Ballstaedt - Sr
Wasatch (Heber City, UT)","PG, SG",651,28.3,26.3,3.7,11.6,2.1,4.5,3.7
"Zach Gunn - Sr
Hamilton Southeastern (Fishers, IN)",,680,26.2,26.0,2.6,10.4,1.1,2.5,2.8
"Marcus Loadholt - Sr
Spanish Springs (Sparks, NV)",G,675,25.0,25.9,2.9,6.1,3.1,4.7,2.4
"Darius (JuJu) Williams - Jr
Hemingway (SC)",,343,13.7,25.7,0.8,19.3,2.9,3.5,5.2
"Brendan Newton - Sr
Faith Christian (Roanoke, VA)","C, C",975,24.4,25.6,2.0,19.5,1.2,2.3,3.7
"Joel Neff - Sr
WACHE (Bluffton, IN)","PG, G",1070,28.2,25.5,3.9,10.7,2.1,3.6,2.2
"Grant Greabell - Jr
Estrella Foothills (Goodyear, AZ)",SG,749,28.8,25.3,4.2,7.8,,,
"Cole Kinnamon - Sr
St. John (KS)","PG, SG",490,20.4,25.3,,8.4,,,
"Sutter Foster - Sr
Wes-Del (Gaston, IN)",,634,25.4,25.1,1.3,7.9,2.1,3.0,
"Nathaniel Lamb - Jr
Chesnee (SC)",F,516,22.4,25.1,1.3,13.6,0.9,3.9,3.8
"Michael Anderson - Jr
Fort Bend Christian Academy (Sugar Land, TX)","F, C",661,27.5,25.1,1.1,12.3,1.2,3.1,
"Norris Williams - So
Archbishop Hannan (Covington, LA)",PG,761,25.4,24.8,4.6,,,3.5,
"Michael Vivo - So
Waterford (CA)","PG, SG",561,23.4,24.6,,,,,
Name,none,none,none,none,none,none,none,none,none
"Kolby Lee - Sr
Rocky Mountain (Meridian, ID)","PF, C",586,21.7,24.5,1.4,13.7,0.6,1.9,2.7
"Cole Hayes - Sr
Burroughs (Ridgecrest, CA)","G, PG",695,29.0,24.4,,9.8,,,
"Traejon Davis - Fr
Hoops for Christ (Oklahoma City, OK)",G,768,25.6,24.4,,10.5,,3.5,
"Riley Heatherington - Sr
Ravenswood (WV)",G,684,26.3,24.4,5.0,10.9,1.9,3.2,3.3
"Damon Wall - Jr
Doane Academy (Burlington, NJ)","PG, G",617,25.7,24.1,5.5,,,,
"Griffin Weaver - Sr
Sparta Academy (Evergreen, AL)",,652,27.2,24.1,2.0,3.6,2.7,4.4,2.2
"Chaz Vasser - Jr
Defender Ministry HomeSchool (Hiawatha, IA)","F, SF",788,23.9,24.0,2.9,9.7,2.6,0.6,3.1
"Drew Bryson - Sr
Arlington (WA)",G,671,30.5,23.8,2.3,6.0,1.9,2.5,1.8
"Trevor Lakes - Sr
Lebanon (IN)","SF, SG",787,30.3,23.7,0.9,7.1,0.7,1.6,2.0
"Kyle McGraw - So
The Nueva School (San Mateo, CA)",,588,24.5,23.7,2.4,11.5,5.6,2.8,2.5
"Tyler Willette - Sr
Escanaba (MI)",F,564,26.9,23.5,,8.7,,,
"Justin Phillips - Sr
Westside (Augusta, GA)","PG, SG",551,27.6,23.5,,,,,
"Evan Jester - Sr
Sandy Creek (Tyrone, GA)","PF, SF",831,26.8,23.3,,10.0,,,
"David Oliveras - Sr
Great Mills (MD)","PG, SG",592,26.9,23.2,,,,,
"Juan Hurt - Sr
Rio Rancho (NM)",G,810,28.9,23.2,4.7,3.0,3.0,2.6,2.0
"Tack Neugebauer - Sr
Holly (CO)",,293,11.7,23.0,6.0,7.2,3.1,4.0,4.5
"Malik Rogers - Sr
Crestwood (Dearborn Heights, MI)",F,615,29.3,22.9,2.7,9.6,1.1,3.3,1.5
"Jalen Paul - Sr
Churubusco (IN)",PG,801,30.8,22.9,8.7,3.8,4.0,3.1,
"Max Rice - Jr
Bishop Kelly (Boise, ID)",,515,23.4,22.8,2.5,6.3,3.5,2.4,2.5
"Amir Lawrence - Sr
Westlake (Waldorf, MD)",SF,595,22.9,22.8,1.4,11.1,2.1,4.0,4.0
"Trever Ballard - Sr
Jefferson Academy (Broomfield, CO)","SG, W",616,26.8,22.7,2.4,4.7,2.7,3.5,2.6
"Dj Myers - Jr
Hargrave Military Academy (Chatham, VA)",SF,565,20.2,22.6,2.0,7.0,2.8,2.8,3.3
"Mauricio Smith - Sr
Foothill (Henderson, NV)",SF,628,19.6,22.6,1.4,11.8,2.0,3.2,3.5
"Parker Schilli - Sr
Sherman Grayson Christian (Sherman, TX)","G, F",371,16.9,22.5,3.8,10.8,6.3,6.0,5.1
"Daniel Ritter - Sr
South Range (Canfield, OH)","C, F",552,22.1,22.5,3.8,12.5,2.6,3.2,2.8
"Tayson Parker - Fr
Indianapolis HomeSchool Wildcats (Indianapolis, IN)",G,962,25.3,22.5,2.4,9.1,3.7,4.2,3.4
"Jack Burger - Jr
Elk River (MN)",,749,26.8,22.2,2.4,5.8,0.8,3.1,2.7
"Ryan Leonard - Sr
Tussey Mountain (Saxton, PA)","SF, PG",689,30.0,22.2,1.9,4.7,1.9,1.6,
"Gabe Brown - So
Northland Christian (Kansas City, MO)","P, C",483,22.0,21.9,,10.1,,2.7,
"Alex King - Sr
Columbus North (Columbus, IN)",F,563,26.8,21.9,2.9,8.7,1.3,4.7,3.1
"Jack Hansen - Jr
Guerin Catholic (Noblesville, IN)","SF, F",677,28.2,21.7,2.5,10.6,1.1,2.5,2.7
"Tre King - Jr
Hargrave Military Academy (Chatham, VA)",PF,558,18.6,21.7,2.1,12.0,3.6,2.4,5.1
"Tyrus Buckner - So
HomeSchool Resource Center (Monee, IL)",F,805,16.8,21.6,2.3,16.4,1.2,2.4,2.8
"Jeremy Spencer - Jr
North Thurston (Lacey, WA)",G,628,26.2,21.6,1.1,4.1,1.4,2.2,1.9
"Chris Kobayashi - Sr
Punahou (Honolulu, HI)",SG,441,22.1,21.6,1.5,,2.0,2.0,1.2
"Ryan Pollard - Sr
Bountiful (UT)",C,501,21.8,21.5,0.6,8.5,0.4,2.9,4.0
"Cade Shaw - Sr
Shreveport HomeSchool Sports (Shreveport, LA)","SF, F",1035,21.6,21.5,6.1,10.0,3.7,4.9,2.1
"Dwayne Macon - Sr
Crossroads Christian (Henderson, NC)","G, SF",588,25.6,21.4,,6.2,,,
"Tre Melancon - So
White Castle (LA)",,333,12.3,21.4,2.3,6.5,2.9,2.5,3.7
"Tyrik Lewis - Jr
Hemingway (SC)",,335,13.4,21.4,0.7,10.8,1.4,3.2,3.3
"Antonio Blanton - Sr
Elyria (OH)","SG, PG",676,26.0,21.4,2.6,5.0,1.4,,2.3
"Brandon Lamberth - Sr
Southwest Guilford (High Point, NC)",F,556,19.9,21.3,1.4,7.6,1.2,2.9,3.0
"Trey Anderson - Jr
Mater Dei Catholic (Chula Vista, CA)",W,829,28.6,21.2,1.7,7.8,1.7,1.8,3.0
"Kooper Broeker - Jr
Knox (IN)","PG, SG",650,29.5,21.1,,5.9,,,2.8
"Mark Albers - Sr
Pendleton Heights (Pendleton, IN)","SG, SF",720,30.0,21.1,,5.1,,,
"Jackson Ehrlin - Sr
Rampart (Colorado Springs, CO)",PF,799,32.0,21.1,2.3,9.7,1.4,2.7,2.6
"Deontae McCoy - Jr
HomeSchool Resource Center (Monee, IL)",PG,713,17.4,21.0,5.2,,6.6,3.6,4.3
"Isaiah Mobley - So
Rancho Christian (Temecula, CA)","W, SF",850,27.4,20.9,5.1,15.7,2.4,3.9,2.6
"Bryon Williams - Sr
McDowell (Erie, PA)","F, G",532,23.1,20.9,1.7,10.3,2.1,3.9,3.4
"Luke Smith - Sr
Monrovia (IN)",G,783,30.1,20.9,3.1,2.6,2.2,2.9,2.4
Name,none,none,none,none,none,none,none,none,none
"Solomon Davis - So
Rancho Christian (Temecula, CA)","SF, W",771,25.7,20.7,1.9,8.3,1.2,3.1,1.5
"Seth Margaritis - Jr
New Buffalo (MI)","SG, PG",492,23.4,20.7,2.7,3.1,4.1,3.7,4.2
"Isaiah Vasser - Fr
Defender Ministry HomeSchool (Hiawatha, IA)","SG, SF",748,23.4,20.5,3.4,5.0,1.7,1.0,1.6
"Anthony Lawson - Sr
Alameda (Lakewood, CO)",PG,572,28.6,20.5,,,,,
"Reid Walker - Sr
Seffner Christian (Seffner, FL)","SG, SF",716,23.9,20.5,4.3,5.8,2.4,2.5,3.0
"John Samuel - So
Christian Academy of Greater St. Louis (St. Louis, MO)",F,680,25.2,20.4,2.2,17.9,2.6,3.9,2.8
"Dante Cummings - Jr
Rome Free Academy (Rome, NY)",G,373,18.7,20.4,2.5,3.6,2.9,2.1,
"Josh Rodgers - So
Marion County (Buena Vista, GA)","SG, PG",632,28.7,20.4,1.9,13.7,2.4,2.3,3.3
"Grant Hansen - Jr
Deshler (NE)",,502,23.9,20.4,2.4,10.2,1.5,4.9,4.0
"Marvin Coleman ii - Jr
Foothill (Henderson, NV)",PG,653,21.8,20.4,7.7,11.8,3.3,4.4,3.0
"Jake Doyle - Jr
McAuley Catholic (Joplin, MO)",F,701,25.0,20.4,1.3,,1.9,3.0,1.8
"Caleb Simmons - Jr
Bethel Assembly Christian Academy (Windsor, NC)",G,632,24.3,20.4,3.7,5.7,4.4,4.6,2.4
"Dakota Barkley - Sr
Churubusco (IN)","G, F",783,30.1,20.3,2.1,7.5,1.6,2.6,
"Dez Woods - So
Southwest Guilford (High Point, NC)",G,338,11.3,20.3,3.0,8.3,2.1,2.7,6.0
"Ryan Mccann - Sr
Herriman (West Herriman, UT)",,539,25.7,20.2,1.7,5.1,1.7,2.6,2.1
"Darius Taylor - So
Hemingway (SC)",,380,15.8,20.2,10.1,4.6,2.6,6.0,3.0
"ETHAN LEGE - So
Vermilion Catholic (Abbeville, LA)",G,494,20.6,20.1,2.5,7.1,3.0,3.6,3.5
"Alex Preston - Sr
Darien (CT)","C, F",664,28.9,20.1,2.9,15.3,,2.9,
"Josh Lotko - Sr
Elyria (OH)",PF,578,22.2,20.1,4.0,7.5,0.4,3.3,2.7
"Jake Lock - Fr
WACHE (Bluffton, IN)",G,1061,27.9,20.1,2.9,6.7,1.5,3.2,2.1
"Joseph Riley - Sr
Los Alamitos (CA)",G,631,22.5,20.1,3.4,,1.4,4.4,3.3
"Jerron Tatum - Sr
Andrean (Merrillville, IN)",,496,20.7,20.1,3.7,5.9,2.5,2.8,3.4
"Arron Stewart - Sr
West Carteret (Morehead City, NC)",PG,800,32.0,20.0,3.4,3.6,2.6,3.5,1.5
"Keyshaun Langley - So
Southwest Guilford (High Point, NC)",PG,740,23.9,20.0,5.7,4.1,3.6,2.0,2.5
"Brig Willard - So
Bountiful (UT)",F,620,25.8,20.0,4.6,7.6,2.0,5.1,3.1
"Divante Moffitt - Jr
Spanaway Lake (Spanaway, WA)",G,675,28.1,20.0,4.6,5.7,2.5,3.7,2.3
"Jordan Smith - Sr
Hanover Central (Cedar Lake, IN)","SG, SF",646,28.1,19.9,1.5,4.3,1.1,3.7,0.5
"Brandon Mcintosh - Sr
Murrieta Mesa (Murrieta, CA)",PF,455,19.0,19.9,0.5,7.1,0.8,2.5,4.4
"Wyatt Floyd - Jr
East Clinton (Lees Creek, OH)","PG, SG",697,30.3,19.9,3.6,4.4,1.8,4.0,1.5
"Auldon Edwards - Fr
Cummings (Burlington, NC)",F,590,24.6,19.9,1.0,6.6,1.5,2.5,2.8
"Jeremy Dowdell - So
Olympus (Salt Lake City, UT)",SG,520,22.6,19.8,2.3,2.8,1.2,2.5,1.4
"Jalen Townsell - Jr
Spanish Springs (Sparks, NV)","F, G",534,22.3,19.8,1.8,6.7,2.3,2.9,2.2
"Alec Burton - Jr
Danville (IN)",C,776,27.7,19.8,2.9,12.5,1.3,3.1,2.9
"Austin Hall - Sr
Braymer (MO)",C,828,29.6,19.7,1.7,10.5,1.5,2.7,3.1
"David Garey - Sr
Hargrave Military Academy (Chatham, VA)",PG,480,20.0,19.7,6.7,2.7,4.5,3.9,3.5
"Ryan Burgess - Sr
Edgewood (MD)","SG, SF",635,25.4,19.7,,11.0,2.8,,
"Hunter Hollowell - Sr
Huntington North (Huntington, IN)",F,739,29.6,19.7,,5.5,,,
"Paul Thelen - Jr
Austin Royals HomeSchool (Austin, TX)",P,1022,24.3,19.6,2.7,13.2,,2.8,3.0
"Matthew Lindsey - Sr
Olympus (Salt Lake City, UT)",G,615,26.7,19.5,4.5,9.1,2.3,2.3,3.0
"Payton Day - Jr
Merryville (LA)",F,684,26.3,19.4,,6.1,2.4,4.5,
"Casson Rouse - Jr
Olympia (WA)",G,442,22.1,19.4,3.0,6.0,1.5,3.8,2.6
"Donte Justice - So
Baldwin (Milledgeville, GA)",G,664,26.6,19.4,2.1,4.0,2.2,2.7,2.8
"Jordan Gibson - Jr
Stonewall Jackson (Manassas, VA)",SF,660,28.7,19.3,3.1,7.3,1.6,3.7,2.2
"Logan Hokanson - Sr
Desert Hills (St. George, UT)",PG,589,24.5,19.3,4.3,2.7,2.5,3.0,1.8
"Brandt Hitzfield - Jr
WACHE (Bluffton, IN)",F,969,26.9,19.3,5.0,12.0,1.9,4.2,2.6
"Ja'Tyre Carter - Sr
White Castle (LA)",,912,23.4,19.3,2.4,13.9,1.1,2.7,2.8
"Matthew Relihan - Sr
Cross County (Stromsburg, NE)","PG, SG",570,21.9,19.3,3.0,5.9,1.7,1.8,2.2
"McCallan Castles - Jr
South Tahoe (South Lake Tahoe, CA)","PG, PF",572,24.9,19.2,5.1,11.9,3.3,,
"Chase Fisher - Jr
St. John (KS)","F, SF",567,21.8,19.2,,5.7,,,
"Bryton Jones - Jr
Paisley (OR)","F, G",510,25.5,19.2,3.5,13.1,,5.6,3.6
Name,none,none,none,none,none,none,none,none,none
"Wyeth Coombs - Sr
Galloway (Atlanta, GA)",F,642,24.7,19.2,,7.0,,4.1,
"Denton Jacob - Sr
Heath (OH)","SG, PG",680,27.2,19.2,4.8,4.0,3.2,1.6,2.0
"Logan Strom - Sr
Norfolk (NE)",F,657,24.3,19.1,2.5,12.2,0.6,2.3,3.2
"Alejandro Ortiz - Sr
Maloney (Meriden, CT)",G,493,24.7,19.1,2.2,4.4,2.9,2.7,2.5
"Tristan Hunzinger - Jr
Rome Free Academy (Rome, NY)",G,473,22.5,19.1,7.4,5.5,2.6,4.3,
"Dawson Carper - Jr
Rampart (Colorado Springs, CO)",C,668,26.7,19.1,0.6,9.4,0.3,1.7,2.3
"Blake Lacey - So
Wahoo (NE)",SG,647,23.1,19.0,,4.5,,,
"Jake Ruzicka - Sr
Wahoo (NE)",,591,23.6,19.0,5.3,8.7,,,
"Alex Hemenway - So
Castle (Newburgh, IN)",G,719,25.7,19.0,,,,,
"Parrish Price - Sr
North Forney (Forney, TX)",PG,812,28.0,19.0,3.7,3.2,1.7,3.7,3.0
"Miguel Everetese - Jr
Great Mills (MD)","SF, SG",536,26.8,18.9,,,,,
"Ijon Owens - Sr
Crisp County (Cordele, GA)","SG, PG",813,28.0,18.9,3.2,3.8,1.7,2.8,2.8
"Blake Barker - 8th
Columbus Christian (Columbus, IN)","W, SG",855,25.9,18.8,1.8,,2.1,1.9,2.1
"Frankie Davidson - So
Fort Wayne Blackhawk Christian (Fort Wayne, IN)",G,541,20.8,18.8,,6.8,,,
"Ian Jones - Sr
Harnett Central (Angier, NC)",G,693,27.7,18.8,4.1,4.7,2.3,3.8,2.3
"Akol Arop - So
Creighton Prep (Omaha, NE)",PF,586,25.5,18.8,0.7,10.8,1.1,2.2,2.6
"Monya Ward - Sr
Community Charter (Lakeview Terrace, CA)","F, C",551,24.0,18.8,,15.4,3.2,,
"Jordan Nash - Sr
Omaha North (Omaha, NE)",G,570,23.8,18.8,4.7,4.8,2.7,3.3,4.4
"Brooks Murrell - Sr
Archbishop Hannan (Covington, LA)",SF,711,23.7,18.7,,9.5,,,
"Stone Riley - Sr
Sparta Academy (Evergreen, AL)",,597,24.9,18.7,1.6,15.1,2.8,5.3,4.3
"Kj Wilkins - Sr
Sandy Creek (Tyrone, GA)","PG, SG",638,22.0,18.7,4.7,6.1,,,
"Rayshod Hooper - So
Edgewood (MD)","SG, SF",623,26.0,18.6,2.4,7.8,,2.9,
"RYAN BLACK - Sr
Mountain State Christian (Culloden, WV)",,738,30.8,18.6,5.6,3.4,,,
"CAMERON HICKS - Jr
Central (Fort Pierce, FL)",SG,613,23.6,18.6,1.2,8.2,2.1,3.9,
"Chase Lane - Jr
Doane Academy (Burlington, NJ)","PG, SG",700,28.0,18.6,,12.0,,,
"Tyrell Carroll - Jr
Omaha North (Omaha, NE)",G,617,24.7,18.5,3.8,3.6,2.2,2.6,3.1
"Zaire Edwards - Jr
Crossroads Christian (Henderson, NC)","SF, PF",517,23.5,18.5,,,,,
"Trevon Wright - Jr
Murrieta Mesa (Murrieta, CA)","G, PG",341,13.1,18.5,1.0,2.3,2.5,2.9,2.3
"Addison True - Jr
Eastern Hancock (Charlottesville, IN)","PG, SG",699,30.4,18.4,3.2,7.8,2.9,4.1,2.9
"Bronson King - Sr
Bishop Kelly (Boise, ID)",,427,19.4,18.4,3.7,7.5,2.5,2.7,2.5
"Jahbar Beard - Jr
Stagg (Stockton, CA)",G,808,28.9,18.4,1.9,5.2,1.9,2.3,0.9
"Jordan Knoebel - Sr
Charlestown (IN)",,831,36.1,18.4,3.2,2.4,1.8,1.6,2.3
"Shemar Latham - Sr
Warrensville Heights (Warrensville, OH)",G,647,25.9,18.4,2.1,,1.4,4.1,2.5
"Marcus Frazier - Fr
Monsignor Pace (Miami, FL)",G,300,12.5,18.3,2.5,5.1,4.7,5.0,2.8
